ai_model_name,query_category,ai_confidence_percentage,response_character_count,has_cited_sources,contains_hedging_words,includes_disclaimer,answer_detail_level,respondent_age_bracket,education_level,digital_literacy_score,ai_familiarity_level,decision_importance,urgency_level,belief_alignment_status,subject_matter_expertise,trust_score_out_of_10,performed_fact_check,fact_check_method_used,verification_duration_mins,answer_accuracy_percentage,trust_calibration_valid,user_skepticism_category,is_accurate,verification_bin
ChatGPT-3.5,medical_advice,62.98,268,True,False,False,Moderate,25-34,Professional,Expert,First Time,High,Low,Neutral,False,8.2,True,Consulted Documentation,36.1,61.84,False,Moderate Trust,False,30-45m
GPT-4,scientific_facts,88.12,514,False,False,True,Moderate,18-24,High School,High,Intermediate,Critical,Medium,True,False,8.8,True,Cross-referenced Multiple AIs,40.8,100.0,True,Moderate Trust,True,30-45m
Llama,math_calculation,85.08,661,False,False,True,Specific,35-44,High School,Medium,Intermediate,Critical,Low,Neutral,True,7.9,True,Google Search,33.7,74.87,True,Skeptical,True,30-45m
ChatGPT-3.5,current_events,65.52,459,False,True,False,Moderate,35-44,Professional,Low,First Time,Medium,Medium,False,True,6.5,True,Consulted Documentation,15.5,66.39,True,Skeptical,False,15-30m
Llama,technical_coding,75.24,234,True,True,True,Moderate,18-24,Professional,High,Intermediate,Low,High,Neutral,False,8.6,False,,0.0,88.62,True,Blind Trust,True,
Gemini,technical_coding,91.12,389,False,True,False,Specific,55-64,PhD,Medium,Expert,High,Low,False,False,7.5,True,Consulted Documentation,15.3,99.49,False,Skeptical,True,15-30m
Claude,opinion_based,46.85,568,True,True,False,Specific,55-64,High School,Low,First Time,Medium,Low,True,False,7.3,True,Google Search,17.3,36.87,False,Skeptical,False,15-30m
Gemini,factual_historical,90.92,560,False,False,False,Vague,25-34,Bachelors,Expert,Expert,High,Medium,True,True,10.0,True,Personal Testing,23.0,79.09,False,Moderate Trust,True,15-30m
Gemini,general_knowledge,83.18,420,False,True,True,Very Specific,35-44,Professional,Expert,Expert,Critical,Low,Neutral,False,6.5,True,Cross-referenced Multiple AIs,3.4,78.99,True,Skeptical,True,0-5m
ChatGPT-3.5,current_events,62.01,336,False,False,True,Very Specific,25-34,PhD,Medium,First Time,Critical,High,Neutral,True,7.2,True,Academic Paper,30.5,66.49,True,Skeptical,False,30-45m
Llama,legal_advice,63.01,692,False,True,True,Vague,35-44,High School,Expert,Advanced,Critical,Low,True,False,6.0,True,Google Search,11.7,60.97,True,Skeptical,False,5-15m
Claude,creative_writing,78.53,115,False,False,True,Vague,25-34,Masters,Low,Advanced,Critical,High,False,False,6.7,True,Google Search,26.8,93.14,False,Skeptical,True,15-30m
Claude,current_events,65.34,672,False,True,False,Very Specific,18-24,PhD,Medium,Intermediate,Low,High,True,True,8.7,False,,0.0,42.91,False,Blind Trust,False,
Llama,opinion_based,41.61,67,False,False,True,Vague,18-24,PhD,Expert,Expert,Critical,Low,True,False,5.0,True,Checked Official Source,18.8,36.71,True,Skeptical,False,15-30m
Claude,math_calculation,90.44,188,False,True,True,Very Specific,25-34,Bachelors,Low,Expert,Critical,Medium,True,True,9.8,False,,0.0,93.15,True,Blind Trust,True,
Claude,financial_advice,51.29,517,True,False,False,Specific,45-54,Masters,High,Advanced,Medium,Medium,Neutral,True,6.0,True,Checked Official Source,32.9,56.15,True,Skeptical,False,30-45m
Mistral,recipe_cooking,87.6,737,False,False,True,Very Specific,35-44,Professional,High,Intermediate,High,Low,False,True,7.0,True,Personal Testing,32.1,76.3,True,Skeptical,True,30-45m
GPT-4,technical_coding,87.63,529,True,False,False,Specific,25-34,Professional,High,Intermediate,Critical,Low,Neutral,True,9.2,True,Google Search,10.5,78.48,True,Moderate Trust,True,5-15m
ChatGPT-3.5,financial_advice,49.12,218,True,True,False,Specific,35-44,Bachelors,Expert,Beginner,Critical,High,False,True,3.8,True,Google Search,17.1,44.32,True,Highly Skeptical,False,15-30m
Claude,creative_writing,66.46,71,True,True,True,Vague,65+,Masters,Low,Expert,Low,Medium,True,False,10.0,False,,0.0,74.77,False,Blind Trust,True,
Claude,math_calculation,94.83,413,False,False,False,Specific,25-34,PhD,High,Beginner,Critical,Low,Neutral,True,9.4,True,Google Search,29.8,100.0,True,Moderate Trust,True,15-30m
Claude,creative_writing,71.05,516,True,False,True,Very Specific,45-54,High School,High,Advanced,High,Low,Neutral,False,7.8,True,Personal Testing,38.8,72.58,True,Skeptical,True,30-45m
ChatGPT-3.5,creative_writing,71.76,525,True,True,True,Moderate,65+,PhD,Medium,Advanced,High,High,True,False,9.7,False,,0.0,74.07,False,Blind Trust,True,
GPT-4,opinion_based,58.76,253,False,True,True,Vague,65+,Professional,Medium,Advanced,Critical,High,Neutral,True,5.1,True,Google Search,21.5,46.77,True,Skeptical,False,15-30m
Mistral,math_calculation,87.14,258,False,True,False,Very Specific,55-64,High School,Low,Expert,Low,Low,Neutral,True,9.7,False,,0.0,88.42,True,Blind Trust,True,
ChatGPT-3.5,financial_advice,43.21,87,False,True,False,Moderate,45-54,Bachelors,Low,First Time,Critical,Medium,True,True,5.4,True,Google Search,5.2,28.68,False,Skeptical,False,5-15m
Mistral,math_calculation,92.7,77,True,False,True,Moderate,65+,PhD,Expert,Intermediate,Medium,Medium,True,True,10.0,False,,0.0,90.29,True,Blind Trust,True,
Gemini,recipe_cooking,76.02,674,True,True,True,Vague,35-44,High School,Expert,Beginner,Medium,Low,Neutral,False,9.4,False,,0.0,78.49,True,Blind Trust,True,
Claude,medical_advice,54.73,493,True,False,True,Vague,35-44,High School,Medium,Expert,Medium,Medium,True,True,8.6,False,,0.0,60.38,False,Blind Trust,False,
ChatGPT-3.5,scientific_facts,87.91,378,False,True,True,Moderate,55-64,PhD,Low,First Time,Low,Medium,Neutral,False,10.0,False,,0.0,84.86,True,Blind Trust,True,
Claude,medical_advice,52.66,589,False,True,True,Specific,35-44,PhD,High,Intermediate,Medium,Medium,True,False,6.5,True,Asked Expert,11.4,61.2,True,Skeptical,False,5-15m
Mistral,scientific_facts,87.5,214,False,True,True,Moderate,35-44,Masters,Low,Expert,Medium,Low,Neutral,False,9.0,False,,0.0,82.12,True,Blind Trust,True,
Mistral,current_events,75.36,495,True,False,False,Vague,35-44,High School,High,Intermediate,Critical,High,False,True,6.6,True,Academic Paper,28.5,52.54,True,Skeptical,False,15-30m
Llama,current_events,75.51,772,True,False,False,Specific,45-54,Professional,High,Beginner,High,Medium,Neutral,True,8.7,False,,0.0,53.06,False,Blind Trust,False,
Claude,technical_coding,88.09,463,False,False,False,Vague,35-44,Masters,Expert,First Time,Critical,High,Neutral,False,8.4,True,Google Search,20.6,77.59,True,Moderate Trust,True,15-30m
ChatGPT-3.5,general_knowledge,72.31,71,False,False,True,Specific,65+,PhD,Low,Beginner,High,Medium,Neutral,False,7.6,True,Google Search,2.2,78.68,True,Skeptical,True,0-5m
Mistral,math_calculation,95.28,549,False,False,True,Moderate,45-54,High School,Medium,Beginner,Medium,Low,False,False,10.0,False,,0.0,97.67,True,Blind Trust,True,
Mistral,legal_advice,67.43,299,True,False,False,Moderate,35-44,High School,Expert,Intermediate,Low,High,Neutral,False,8.4,False,,0.0,56.49,False,Blind Trust,False,
Llama,financial_advice,41.7,639,False,False,True,Very Specific,18-24,PhD,Expert,Beginner,Critical,Low,Neutral,False,4.3,True,Asked Colleague,27.1,49.97,True,Highly Skeptical,False,15-30m
Claude,financial_advice,59.39,439,True,True,True,Moderate,55-64,Professional,Low,Expert,Critical,Low,True,False,8.3,True,Personal Testing,22.5,61.71,False,Moderate Trust,False,15-30m
Gemini,scientific_facts,72.1,572,False,True,True,Specific,45-54,PhD,Medium,Advanced,Low,Low,False,False,6.5,False,,0.0,71.18,True,Moderate Trust,True,
Gemini,general_knowledge,80.69,227,True,False,True,Very Specific,55-64,Masters,Low,Intermediate,Critical,High,True,False,10.0,False,,0.0,75.48,False,Blind Trust,True,
Mistral,math_calculation,98.39,721,False,True,True,Very Specific,65+,Masters,Medium,Expert,Critical,Low,True,False,10.0,False,,0.0,100.0,True,Blind Trust,True,
Mistral,scientific_facts,70.92,184,False,False,True,Vague,55-64,Bachelors,High,Expert,High,Low,Neutral,False,6.6,True,Academic Paper,11.4,63.06,True,Skeptical,False,5-15m
Llama,recipe_cooking,85.83,478,True,True,False,Vague,55-64,PhD,Medium,Beginner,Critical,Low,False,True,8.4,True,Checked Official Source,17.0,76.23,True,Moderate Trust,True,15-30m
ChatGPT-3.5,scientific_facts,87.88,660,True,True,False,Very Specific,45-54,Bachelors,Medium,Advanced,Low,Medium,True,True,10.0,False,,0.0,82.38,True,Blind Trust,True,
ChatGPT-3.5,factual_historical,75.75,338,False,False,False,Specific,35-44,Bachelors,Medium,Intermediate,Critical,Low,True,False,9.3,True,Asked Expert,24.4,66.71,False,Moderate Trust,False,15-30m
Llama,general_knowledge,73.57,400,False,True,False,Moderate,65+,High School,Expert,First Time,Low,High,True,False,9.9,False,,0.0,87.26,True,Blind Trust,True,
Claude,technical_coding,92.66,621,True,True,True,Very Specific,65+,High School,Low,Beginner,Medium,Low,False,False,9.7,False,,0.0,85.98,True,Blind Trust,True,
Llama,math_calculation,87.81,401,True,False,False,Specific,25-34,Professional,Medium,First Time,Low,Low,True,True,10.0,False,,0.0,88.09,True,Blind Trust,True,
Claude,recipe_cooking,86.76,707,True,False,True,Very Specific,45-54,Masters,Medium,Beginner,Medium,Medium,False,False,10.0,False,,0.0,74.48,False,Blind Trust,True,
GPT-4,recipe_cooking,85.95,750,False,False,False,Very Specific,35-44,Professional,Low,Advanced,High,High,True,True,9.6,False,,0.0,81.68,True,Blind Trust,True,
Gemini,legal_advice,61.69,411,True,True,True,Vague,18-24,Professional,Low,Intermediate,Medium,Low,False,True,6.7,True,Checked Official Source,24.1,48.87,True,Skeptical,False,15-30m
Claude,legal_advice,69.98,298,True,False,True,Moderate,55-64,Masters,Expert,First Time,High,Low,False,True,6.7,True,Academic Paper,37.9,64.99,True,Skeptical,False,30-45m
GPT-4,financial_advice,46.04,513,False,False,True,Moderate,45-54,Bachelors,Expert,Advanced,Low,High,Neutral,True,5.1,False,,0.0,50.97,True,Skeptical,False,
Claude,recipe_cooking,83.28,157,False,True,True,Specific,18-24,Bachelors,Low,Expert,High,Low,Neutral,True,7.6,True,Asked Colleague,40.5,71.92,True,Skeptical,True,30-45m
ChatGPT-3.5,medical_advice,56.84,127,False,False,True,Specific,18-24,Bachelors,Low,Advanced,Medium,Medium,True,False,8.3,True,Cross-referenced Multiple AIs,34.0,43.79,False,Moderate Trust,False,30-45m
Gemini,opinion_based,48.63,417,True,False,True,Specific,35-44,High School,Low,Beginner,Low,Low,False,False,7.2,False,,0.0,29.53,False,Moderate Trust,False,
Gemini,recipe_cooking,89.42,279,False,False,True,Very Specific,55-64,Masters,High,Intermediate,Medium,Medium,False,True,8.4,False,,0.0,84.86,True,Blind Trust,True,
Claude,medical_advice,74.66,579,False,False,True,Moderate,25-34,PhD,Medium,Beginner,Low,Low,Neutral,False,9.1,True,Academic Paper,29.1,83.64,True,Moderate Trust,True,15-30m
Llama,legal_advice,45.19,586,True,True,True,Vague,35-44,Masters,Low,Expert,Medium,Low,True,False,7.6,True,Google Search,44.1,41.67,False,Skeptical,False,30-45m
Llama,medical_advice,74.73,325,False,False,True,Specific,25-34,PhD,Expert,Expert,Critical,Low,False,False,5.2,True,Consulted Documentation,10.2,77.76,False,Skeptical,True,5-15m
Llama,legal_advice,47.95,442,True,True,True,Moderate,55-64,High School,High,First Time,Medium,Medium,Neutral,False,5.6,True,Consulted Documentation,3.3,57.92,True,Skeptical,False,0-5m
Mistral,scientific_facts,77.57,761,False,True,True,Very Specific,25-34,Professional,Expert,Intermediate,Medium,Medium,Neutral,True,7.1,False,,0.0,66.85,True,Moderate Trust,False,
Claude,financial_advice,62.73,716,False,False,True,Vague,35-44,Bachelors,Expert,Intermediate,High,Medium,False,False,5.2,True,Asked Colleague,23.7,76.41,False,Skeptical,True,15-30m
GPT-4,factual_historical,74.74,470,False,True,False,Moderate,55-64,Bachelors,Medium,Advanced,High,High,True,True,8.2,False,,0.0,70.49,True,Blind Trust,True,
GPT-4,general_knowledge,79.43,543,False,False,True,Moderate,35-44,PhD,Medium,Intermediate,Low,Low,True,False,10.0,True,Cross-referenced Multiple AIs,29.1,90.1,True,Moderate Trust,True,15-30m
GPT-4,math_calculation,96.38,670,False,False,False,Vague,25-34,Masters,High,Beginner,High,Medium,False,True,8.8,True,Consulted Documentation,41.0,100.0,True,Moderate Trust,True,30-45m
GPT-4,factual_historical,74.7,194,True,False,True,Specific,18-24,PhD,High,First Time,Critical,Low,Neutral,False,8.0,True,Cross-referenced Multiple AIs,13.5,74.76,True,Moderate Trust,True,5-15m
Llama,factual_historical,80.4,313,True,True,True,Very Specific,25-34,Professional,Low,Intermediate,High,High,Neutral,False,8.8,True,Asked Expert,19.5,65.8,False,Moderate Trust,False,15-30m
Claude,scientific_facts,75.05,173,True,False,True,Moderate,55-64,Bachelors,High,Beginner,Low,Medium,Neutral,False,9.6,False,,0.0,88.77,True,Blind Trust,True,
ChatGPT-3.5,medical_advice,67.83,423,False,True,True,Moderate,18-24,Masters,High,Intermediate,Critical,Medium,False,True,4.4,True,Consulted Documentation,25.8,72.56,False,Highly Skeptical,True,15-30m
Mistral,legal_advice,54.51,784,True,False,True,Specific,18-24,High School,Low,Intermediate,Low,Low,True,True,9.5,True,Personal Testing,10.2,46.58,False,Moderate Trust,False,5-15m
Mistral,legal_advice,54.19,176,False,True,False,Very Specific,65+,Professional,Low,First Time,Low,Low,False,False,6.1,True,Google Search,29.4,58.57,True,Skeptical,False,15-30m
Mistral,financial_advice,40.52,65,True,False,False,Vague,55-64,PhD,High,First Time,Low,Medium,True,True,8.9,True,Academic Paper,31.2,34.38,False,Moderate Trust,False,30-45m
Claude,math_calculation,91.75,200,True,True,False,Very Specific,35-44,PhD,Expert,Beginner,Critical,High,True,True,10.0,True,Personal Testing,34.9,100.0,True,Moderate Trust,True,30-45m
Mistral,general_knowledge,81.03,641,True,True,False,Moderate,35-44,High School,High,First Time,Critical,Medium,False,False,7.5,True,Checked Official Source,30.5,72.08,True,Skeptical,True,30-45m
ChatGPT-3.5,technical_coding,84.95,304,True,False,True,Vague,65+,High School,High,First Time,Medium,High,Neutral,False,10.0,False,,0.0,88.9,True,Blind Trust,True,
Mistral,scientific_facts,86.72,501,False,False,True,Vague,35-44,Masters,Low,Expert,Medium,Medium,False,False,8.3,True,Checked Official Source,10.5,76.21,True,Moderate Trust,True,5-15m
GPT-4,scientific_facts,73.53,289,True,True,False,Very Specific,18-24,Bachelors,Low,Expert,Critical,Medium,True,True,8.3,True,Cross-referenced Multiple AIs,23.7,69.3,True,Moderate Trust,False,15-30m
GPT-4,medical_advice,72.54,725,True,True,False,Vague,35-44,Professional,High,Advanced,Low,High,True,False,10.0,False,,0.0,69.25,False,Blind Trust,False,
Gemini,scientific_facts,73.87,477,False,True,True,Specific,45-54,High School,Expert,Expert,Critical,Medium,False,True,5.3,True,Asked Colleague,17.4,63.03,True,Skeptical,False,15-30m
GPT-4,medical_advice,68.25,671,True,False,True,Specific,65+,Bachelors,Expert,First Time,High,Low,True,True,8.8,True,Google Search,19.7,58.49,False,Moderate Trust,False,15-30m
Llama,math_calculation,93.55,327,False,True,False,Moderate,25-34,High School,Expert,Advanced,High,High,True,True,10.0,False,,0.0,81.82,True,Blind Trust,True,
Gemini,legal_advice,68.31,152,True,False,True,Moderate,55-64,Masters,Medium,Advanced,Critical,Medium,False,True,6.2,True,Asked Expert,28.4,83.15,False,Skeptical,True,15-30m
GPT-4,creative_writing,64.17,54,True,True,True,Very Specific,65+,Bachelors,Low,Beginner,High,Low,True,True,9.7,False,,0.0,73.5,False,Blind Trust,True,
Mistral,legal_advice,63.95,307,True,True,False,Specific,25-34,PhD,High,Expert,Critical,Low,True,True,7.4,True,Asked Expert,25.5,66.03,True,Skeptical,False,15-30m
Gemini,technical_coding,94.89,256,False,False,False,Specific,35-44,PhD,Low,Advanced,Low,High,Neutral,False,10.0,False,,0.0,100.0,True,Blind Trust,True,
GPT-4,medical_advice,64.15,107,True,True,True,Vague,65+,PhD,Low,Beginner,Low,Low,False,False,7.3,True,Academic Paper,35.6,59.25,True,Skeptical,False,30-45m
Mistral,financial_advice,55.79,292,False,True,False,Vague,35-44,PhD,Expert,Beginner,Critical,Low,Neutral,False,4.7,True,Cross-referenced Multiple AIs,18.1,62.62,True,Highly Skeptical,False,15-30m
Llama,general_knowledge,77.74,552,True,True,True,Very Specific,45-54,Bachelors,Expert,Advanced,Critical,Low,True,True,8.2,True,Personal Testing,43.2,73.28,True,Moderate Trust,True,30-45m
Llama,legal_advice,55.47,687,True,False,True,Vague,55-64,Professional,High,Advanced,Low,Low,True,True,9.1,False,,0.0,64.33,False,Blind Trust,False,
Mistral,recipe_cooking,86.47,583,True,False,True,Very Specific,45-54,Professional,High,Beginner,Critical,Low,True,True,10.0,True,Asked Expert,8.9,79.61,False,Moderate Trust,True,5-15m
Claude,opinion_based,44.53,344,True,False,True,Moderate,18-24,Bachelors,High,Expert,Medium,High,Neutral,False,5.8,True,Cross-referenced Multiple AIs,22.1,24.15,False,Skeptical,False,15-30m
Mistral,medical_advice,61.28,228,True,True,True,Vague,45-54,Bachelors,Medium,Expert,High,Low,Neutral,True,6.4,True,Academic Paper,5.6,65.08,True,Skeptical,False,5-15m
Llama,technical_coding,93.52,374,True,True,True,Moderate,18-24,High School,Expert,First Time,High,High,Neutral,True,10.0,False,,0.0,91.74,True,Blind Trust,True,
Claude,factual_historical,87.07,89,False,True,True,Moderate,18-24,Bachelors,Expert,Expert,Critical,Medium,True,False,9.2,False,,0.0,86.98,True,Blind Trust,True,
Gemini,scientific_facts,75.86,93,False,False,True,Specific,35-44,PhD,Expert,First Time,Medium,Low,True,False,10.0,True,Asked Colleague,17.6,70.62,False,Moderate Trust,True,15-30m
Claude,math_calculation,92.71,471,True,True,False,Specific,65+,PhD,Expert,Expert,Medium,High,True,False,10.0,True,Consulted Documentation,40.3,79.2,False,Moderate Trust,True,30-45m
GPT-4,opinion_based,52.74,515,True,False,False,Moderate,35-44,Masters,Medium,Beginner,High,Low,False,False,5.5,True,Asked Expert,29.3,46.58,True,Skeptical,False,15-30m
Gemini,legal_advice,50.69,298,False,True,False,Vague,55-64,Bachelors,High,First Time,High,High,Neutral,False,5.1,True,Asked Expert,40.6,47.91,True,Skeptical,False,30-45m
Mistral,scientific_facts,85.03,132,True,False,False,Vague,55-64,High School,Medium,Advanced,Medium,Medium,False,False,9.3,False,,0.0,87.57,True,Blind Trust,True,
ChatGPT-3.5,factual_historical,94.61,373,False,True,False,Very Specific,25-34,Bachelors,Medium,First Time,Critical,Medium,Neutral,False,9.1,False,,0.0,80.91,True,Blind Trust,True,
Gemini,financial_advice,42.25,516,True,True,True,Moderate,35-44,PhD,Expert,First Time,High,Low,True,True,6.0,True,Consulted Documentation,2.7,35.84,False,Skeptical,False,0-5m
Gemini,current_events,78.52,773,False,False,False,Moderate,25-34,Bachelors,Low,Intermediate,Low,Medium,False,False,8.0,False,,0.0,79.36,True,Blind Trust,True,
Mistral,recipe_cooking,79.39,404,True,True,True,Moderate,25-34,PhD,Low,Beginner,Critical,High,Neutral,True,8.7,True,Cross-referenced Multiple AIs,22.8,83.62,True,Moderate Trust,True,15-30m
ChatGPT-3.5,general_knowledge,79.83,372,False,True,True,Specific,65+,Masters,High,Intermediate,Medium,Low,True,False,9.0,True,Cross-referenced Multiple AIs,44.1,76.65,True,Moderate Trust,True,30-45m
Llama,financial_advice,61.02,62,True,False,True,Vague,18-24,PhD,Expert,Intermediate,Low,High,True,False,9.0,True,Consulted Documentation,13.7,68.87,False,Moderate Trust,False,5-15m
Claude,opinion_based,57.46,623,False,False,True,Specific,35-44,Bachelors,High,Expert,High,Medium,Neutral,True,5.2,True,Personal Testing,7.3,56.22,True,Skeptical,False,5-15m
Llama,financial_advice,63.19,462,True,False,False,Specific,65+,Masters,Medium,Expert,High,Low,False,False,6.2,True,Asked Colleague,8.5,53.13,True,Skeptical,False,5-15m
Claude,recipe_cooking,83.79,478,True,True,True,Specific,35-44,PhD,Expert,Intermediate,High,Medium,Neutral,False,8.6,False,,0.0,92.94,True,Blind Trust,True,
Claude,general_knowledge,70.61,215,True,False,True,Moderate,35-44,PhD,Low,Intermediate,Low,Medium,False,True,7.8,True,Cross-referenced Multiple AIs,37.6,65.82,True,Skeptical,False,30-45m
Llama,opinion_based,59.39,599,True,True,True,Specific,25-34,Masters,Low,Advanced,Medium,Low,True,True,8.1,False,,0.0,56.53,False,Blind Trust,False,
GPT-4,current_events,67.7,254,False,False,False,Vague,35-44,Bachelors,Low,Advanced,Low,Low,True,True,9.5,False,,0.0,67.69,False,Blind Trust,False,
Claude,financial_advice,49.49,458,True,False,False,Very Specific,45-54,Masters,High,Intermediate,Low,High,False,False,6.3,True,Google Search,2.1,59.44,True,Skeptical,False,0-5m
Mistral,factual_historical,74.19,756,True,True,True,Moderate,18-24,Masters,Medium,First Time,Low,High,True,False,10.0,False,,0.0,74.65,False,Blind Trust,True,
Gemini,current_events,74.54,664,True,True,True,Vague,55-64,Professional,Expert,Expert,Low,Low,False,False,7.1,True,Academic Paper,20.4,50.2,False,Skeptical,False,15-30m
Mistral,factual_historical,72.97,228,False,False,True,Very Specific,65+,Bachelors,High,Expert,Low,Medium,True,True,8.9,False,,0.0,84.67,True,Blind Trust,True,
Llama,factual_historical,94.41,359,False,True,True,Moderate,18-24,Professional,Expert,Expert,Critical,Low,True,True,8.9,True,Checked Official Source,27.7,93.62,True,Moderate Trust,True,15-30m
Mistral,creative_writing,64.17,580,True,True,True,Moderate,55-64,High School,High,First Time,High,High,False,False,6.5,False,,0.0,68.52,True,Moderate Trust,False,
GPT-4,legal_advice,64.11,617,False,False,False,Moderate,35-44,Masters,Low,Intermediate,High,High,True,True,8.1,True,Personal Testing,27.0,75.42,True,Moderate Trust,True,15-30m
ChatGPT-3.5,technical_coding,79.69,558,True,False,True,Vague,25-34,Bachelors,High,Expert,Low,Low,Neutral,False,9.9,True,Cross-referenced Multiple AIs,43.1,82.2,True,Moderate Trust,True,30-45m
Gemini,legal_advice,50.91,218,True,True,True,Very Specific,65+,PhD,Expert,Advanced,High,Low,Neutral,True,5.3,True,Asked Colleague,29.7,43.49,True,Skeptical,False,15-30m
Claude,opinion_based,54.67,283,True,False,True,Very Specific,18-24,Bachelors,Medium,First Time,Low,Low,False,False,7.4,False,,0.0,46.76,False,Moderate Trust,False,
Gemini,opinion_based,57.6,89,True,True,False,Specific,35-44,High School,Expert,First Time,High,High,False,False,5.1,False,,0.0,46.63,True,Skeptical,False,
GPT-4,general_knowledge,81.05,123,True,True,True,Very Specific,25-34,Bachelors,Low,First Time,Low,Low,False,True,9.3,True,Checked Official Source,41.0,92.23,True,Moderate Trust,True,30-45m
Mistral,current_events,60.3,281,True,False,False,Moderate,35-44,PhD,Medium,Beginner,High,Medium,Neutral,True,8.1,True,Consulted Documentation,8.8,56.11,False,Moderate Trust,False,5-15m
ChatGPT-3.5,scientific_facts,74.98,253,True,False,False,Moderate,55-64,Professional,High,Advanced,Critical,Medium,True,False,9.2,True,Checked Official Source,38.5,76.61,True,Moderate Trust,True,30-45m
ChatGPT-3.5,scientific_facts,85.68,435,True,False,True,Very Specific,55-64,Masters,High,First Time,High,Low,True,False,10.0,True,Google Search,11.5,91.07,True,Moderate Trust,True,5-15m
Llama,legal_advice,64.8,340,True,True,False,Moderate,65+,Professional,High,Advanced,Critical,Low,False,True,5.3,True,Checked Official Source,10.3,52.55,True,Skeptical,False,5-15m
GPT-4,math_calculation,86.3,305,False,True,False,Moderate,35-44,PhD,Expert,Beginner,Low,High,True,False,10.0,False,,0.0,99.83,True,Blind Trust,True,
ChatGPT-3.5,factual_historical,85.04,797,False,True,True,Very Specific,18-24,High School,Expert,Beginner,Low,Low,False,True,8.4,False,,0.0,88.94,True,Blind Trust,True,
Gemini,medical_advice,65.44,703,True,False,False,Moderate,45-54,Bachelors,Medium,Expert,Low,Low,True,False,9.8,False,,0.0,56.25,False,Blind Trust,False,
Mistral,factual_historical,76.45,628,True,True,False,Very Specific,45-54,Masters,Medium,First Time,Low,Medium,Neutral,True,10.0,False,,0.0,68.21,False,Blind Trust,False,
Llama,general_knowledge,83.87,310,False,True,False,Specific,55-64,High School,High,Advanced,Critical,Low,Neutral,True,7.1,True,Google Search,29.4,95.4,False,Skeptical,True,15-30m
GPT-4,technical_coding,79.03,625,False,True,True,Specific,25-34,Masters,High,Advanced,Critical,High,True,False,8.0,False,,0.0,74.68,True,Blind Trust,True,
GPT-4,financial_advice,59.18,596,True,False,False,Moderate,18-24,High School,High,First Time,Low,Low,True,True,9.6,False,,0.0,44.83,False,Blind Trust,False,
Claude,factual_historical,76.02,152,False,True,False,Vague,65+,Masters,Low,Expert,Low,High,Neutral,False,7.8,True,Cross-referenced Multiple AIs,30.4,76.02,True,Skeptical,True,30-45m
Gemini,technical_coding,76.6,263,False,True,True,Vague,35-44,Bachelors,Medium,Intermediate,Low,Medium,True,False,9.6,True,Cross-referenced Multiple AIs,4.2,79.06,True,Moderate Trust,True,0-5m
Gemini,opinion_based,49.87,728,False,True,False,Moderate,45-54,PhD,Medium,First Time,Medium,Low,False,True,4.7,True,Academic Paper,12.7,38.28,True,Highly Skeptical,False,5-15m
Gemini,technical_coding,92.18,670,True,True,False,Very Specific,55-64,Masters,High,Beginner,Critical,Low,Neutral,True,9.3,False,,0.0,90.9,True,Blind Trust,True,
Gemini,opinion_based,58.19,643,True,True,False,Very Specific,45-54,High School,Low,Expert,Critical,Medium,False,True,4.6,True,Personal Testing,32.7,51.73,True,Highly Skeptical,False,30-45m
ChatGPT-3.5,general_knowledge,74.47,83,False,False,True,Vague,25-34,PhD,Medium,Advanced,High,Low,Neutral,True,7.3,True,Checked Official Source,3.2,85.22,True,Skeptical,True,0-5m
GPT-4,math_calculation,92.53,417,True,True,True,Vague,18-24,Bachelors,Medium,Beginner,High,Low,Neutral,True,10.0,False,,0.0,84.11,True,Blind Trust,True,
GPT-4,opinion_based,48.21,720,False,True,True,Very Specific,25-34,Professional,High,Intermediate,Critical,Low,Neutral,False,3.3,True,Cross-referenced Multiple AIs,13.2,49.33,True,Highly Skeptical,False,5-15m
Gemini,medical_advice,74.76,698,True,False,False,Specific,65+,Masters,Medium,Beginner,Critical,High,False,False,8.8,True,Asked Expert,43.6,84.8,True,Moderate Trust,True,30-45m
Mistral,scientific_facts,74.07,728,True,True,False,Vague,18-24,Bachelors,High,Intermediate,Medium,Low,False,False,7.3,True,Personal Testing,11.1,65.53,True,Skeptical,False,5-15m
ChatGPT-3.5,creative_writing,78.95,297,True,False,False,Specific,65+,Masters,Low,First Time,Medium,High,True,False,10.0,False,,0.0,92.56,True,Blind Trust,True,
Gemini,financial_advice,57.61,285,True,False,False,Moderate,65+,Bachelors,High,First Time,Medium,Low,Neutral,False,7.5,False,,0.0,71.36,True,Moderate Trust,True,
Gemini,current_events,59.87,600,True,True,False,Specific,65+,Professional,High,Beginner,Medium,Low,True,False,8.8,False,,0.0,44.38,False,Blind Trust,False,
GPT-4,creative_writing,76.75,630,True,False,True,Vague,35-44,High School,Medium,Intermediate,Medium,Low,True,True,10.0,False,,0.0,85.95,True,Blind Trust,True,
ChatGPT-3.5,scientific_facts,73.88,340,False,False,True,Vague,45-54,Masters,Expert,Beginner,High,High,True,True,9.1,True,Checked Official Source,35.9,65.22,False,Moderate Trust,False,30-45m
Mistral,recipe_cooking,77.31,672,True,True,False,Moderate,35-44,Bachelors,High,Expert,Low,Low,True,True,10.0,False,,0.0,63.18,False,Blind Trust,False,
